keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
b,0,2.2122,,,,,,,,0.9122,space,5.9013,0,0,0,3,1,1.3,images/target_cross.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
c,1,2.1139,,,,,,,,1.0139,space,2.6905,0,1,1,0,1,1.1,images/target_cross.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
v,1,2.1015,,,,,,,,1.0015,space,1.7426,0,2,2,5,1,1.1,images/target_square.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
v,1,2.2769,,,,,,,,0.9769,space,1.1565,0,3,3,8,1,1.3,images/target_square.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
v,1,2.2406,,,,,,,,0.7406,space,0.9701,0,4,4,2,1,1.5,images/target_square.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
b,1,1.8801,,,,,,,,0.7801,space,0.7364,0,5,5,7,1,1.1,images/target_plus.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
c,0,2.1194,,,,,,,,0.8194,space,14.3417,0,6,6,1,1,1.3,images/target_plus.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
c,0,2.0982,,,,,,,,0.5982,space,2.6079,0,7,7,4,1,1.5,images/target_plus.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
v,0,2.2918,,,,,,,,0.7918,v,3.5645,0,8,8,6,1,1.5,images/target_cross.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,,,,,
c,1,1.9879,,,,,,,,0.6879,,,,,,,,1.3,images/target_cross.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,space,3.8703,0.555989583,-0.259114583,0,0,0,0,0,0,3,1
c,0,2.3074,,,,,,,,0.8074,,,,,,,,1.5,images/target_plus.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,0,1,1,4,1
c,0,2.1737,,,,,,,,0.8737,,,,,,,,1.3,images/target_plus.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,0,2,2,1,1
v,1,2.2032,,,,,,,,0.9032,,,,,,,,1.3,images/target_square.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,0,3,3,8,1
b,0,2.3395,,,,,,,,0.8395,,,,,,,,1.5,images/target_square.jpg,Giordano ,001,2022-04-10_11h31.08.256,choiceRTT,2021.2.3,Win32,59.73002031,,,,,,,,0,4,4,2,1
