student_id,ans_labels,ans,sub_ind,n_correct,n_total,score,penalty
46349219,ans_1_t_test_stat_obs,incorrect,1,0,18,0,1
46349219,ans_1_critical_value_lower,incorrect,1,0,18,0,1
46349219,ans_1_critical_value_upper,incorrect,1,0,18,0,1
46349219,ans_1_CI_lower,incorrect,1,0,18,0,1
46349219,ans_1_CI_upper,incorrect,1,0,18,0,1
46349219,ans_1_p_value,incorrect,1,0,18,0,1
46349219,ans_2_t_test_stat_obs,incorrect,1,0,18,0,1
46349219,ans_2_critical_value_lower,incorrect,1,0,18,0,1
46349219,ans_2_critical_value_upper,incorrect,1,0,18,0,1
46349219,ans_2_CI_lower,incorrect,1,0,18,0,1
46349219,ans_2_CI_upper,incorrect,1,0,18,0,1
46349219,ans_2_p_value,incorrect,1,0,18,0,1
46349219,ans_4_t_test_stat_obs,incorrect,1,0,18,0,1
46349219,ans_4_critical_value_lower,incorrect,1,0,18,0,1
46349219,ans_4_critical_value_upper,incorrect,1,0,18,0,1
46349219,ans_4_CI_lower,incorrect,1,0,18,0,1
46349219,ans_4_CI_upper,incorrect,1,0,18,0,1
46349219,ans_4_p_value,incorrect,1,0,18,0,1
46459650,ans_1_t_test_stat_obs,incorrect,2,8,18,44.4444444444444,1
46459650,ans_1_critical_value_lower,incorrect,2,8,18,44.4444444444444,1
46459650,ans_1_critical_value_upper,incorrect,2,8,18,44.4444444444444,1
46459650,ans_1_CI_lower,incorrect,2,8,18,44.4444444444444,1
46459650,ans_1_CI_upper,incorrect,2,8,18,44.4444444444444,1
46459650,ans_1_p_value,incorrect,2,8,18,44.4444444444444,1
46459650,ans_2_t_test_stat_obs,correct,2,8,18,44.4444444444444,1
46459650,ans_2_critical_value_lower,incorrect,2,8,18,44.4444444444444,1
46459650,ans_2_critical_value_upper,incorrect,2,8,18,44.4444444444444,1
46459650,ans_2_CI_lower,correct,2,8,18,44.4444444444444,1
46459650,ans_2_CI_upper,correct,2,8,18,44.4444444444444,1
46459650,ans_2_p_value,correct,2,8,18,44.4444444444444,1
46459650,ans_4_t_test_stat_obs,correct,2,8,18,44.4444444444444,1
46459650,ans_4_critical_value_lower,incorrect,2,8,18,44.4444444444444,1
46459650,ans_4_critical_value_upper,incorrect,2,8,18,44.4444444444444,1
46459650,ans_4_CI_lower,correct,2,8,18,44.4444444444444,1
46459650,ans_4_CI_upper,correct,2,8,18,44.4444444444444,1
46459650,ans_4_p_value,correct,2,8,18,44.4444444444444,1
47161698,ans_1_t_test_stat_obs,correct,3,12,18,66.6666666666667,1
47161698,ans_1_critical_value_lower,incorrect,3,12,18,66.6666666666667,1
47161698,ans_1_critical_value_upper,incorrect,3,12,18,66.6666666666667,1
47161698,ans_1_CI_lower,correct,3,12,18,66.6666666666667,1
47161698,ans_1_CI_upper,correct,3,12,18,66.6666666666667,1
47161698,ans_1_p_value,correct,3,12,18,66.6666666666667,1
47161698,ans_2_t_test_stat_obs,correct,3,12,18,66.6666666666667,1
47161698,ans_2_critical_value_lower,incorrect,3,12,18,66.6666666666667,1
47161698,ans_2_critical_value_upper,incorrect,3,12,18,66.6666666666667,1
47161698,ans_2_CI_lower,correct,3,12,18,66.6666666666667,1
47161698,ans_2_CI_upper,correct,3,12,18,66.6666666666667,1
47161698,ans_2_p_value,correct,3,12,18,66.6666666666667,1
47161698,ans_4_t_test_stat_obs,correct,3,12,18,66.6666666666667,1
47161698,ans_4_critical_value_lower,incorrect,3,12,18,66.6666666666667,1
47161698,ans_4_critical_value_upper,incorrect,3,12,18,66.6666666666667,1
47161698,ans_4_CI_lower,correct,3,12,18,66.6666666666667,1
47161698,ans_4_CI_upper,correct,3,12,18,66.6666666666667,1
47161698,ans_4_p_value,correct,3,12,18,66.6666666666667,1
45624860,ans_1_t_test_stat_obs,incorrect,4,2,18,11.1111111111111,1
45624860,ans_1_critical_value_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_1_critical_value_upper,incorrect,4,2,18,11.1111111111111,1
45624860,ans_1_CI_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_1_CI_upper,incorrect,4,2,18,11.1111111111111,1
45624860,ans_1_p_value,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_t_test_stat_obs,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_critical_value_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_critical_value_upper,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_CI_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_CI_upper,incorrect,4,2,18,11.1111111111111,1
45624860,ans_2_p_value,incorrect,4,2,18,11.1111111111111,1
45624860,ans_4_t_test_stat_obs,incorrect,4,2,18,11.1111111111111,1
45624860,ans_4_critical_value_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_4_critical_value_upper,incorrect,4,2,18,11.1111111111111,1
45624860,ans_4_CI_lower,incorrect,4,2,18,11.1111111111111,1
45624860,ans_4_CI_upper,correct,4,2,18,11.1111111111111,1
45624860,ans_4_p_value,correct,4,2,18,11.1111111111111,1
45946817,ans_1_t_test_stat_obs,correct,5,12,18,66.6666666666667,1
45946817,ans_1_critical_value_lower,incorrect,5,12,18,66.6666666666667,1
45946817,ans_1_critical_value_upper,incorrect,5,12,18,66.6666666666667,1
45946817,ans_1_CI_lower,correct,5,12,18,66.6666666666667,1
45946817,ans_1_CI_upper,correct,5,12,18,66.6666666666667,1
45946817,ans_1_p_value,correct,5,12,18,66.6666666666667,1
45946817,ans_2_t_test_stat_obs,correct,5,12,18,66.6666666666667,1
45946817,ans_2_critical_value_lower,incorrect,5,12,18,66.6666666666667,1
45946817,ans_2_critical_value_upper,incorrect,5,12,18,66.6666666666667,1
45946817,ans_2_CI_lower,correct,5,12,18,66.6666666666667,1
45946817,ans_2_CI_upper,correct,5,12,18,66.6666666666667,1
45946817,ans_2_p_value,correct,5,12,18,66.6666666666667,1
45946817,ans_4_t_test_stat_obs,correct,5,12,18,66.6666666666667,1
45946817,ans_4_critical_value_lower,incorrect,5,12,18,66.6666666666667,1
45946817,ans_4_critical_value_upper,incorrect,5,12,18,66.6666666666667,1
45946817,ans_4_CI_lower,correct,5,12,18,66.6666666666667,1
45946817,ans_4_CI_upper,correct,5,12,18,66.6666666666667,1
45946817,ans_4_p_value,correct,5,12,18,66.6666666666667,1
46456775,ans_1_t_test_stat_obs,incorrect,6,0,18,0,1
46456775,ans_1_critical_value_lower,incorrect,6,0,18,0,1
46456775,ans_1_critical_value_upper,incorrect,6,0,18,0,1
46456775,ans_1_CI_lower,incorrect,6,0,18,0,1
46456775,ans_1_CI_upper,incorrect,6,0,18,0,1
46456775,ans_1_p_value,incorrect,6,0,18,0,1
46456775,ans_2_t_test_stat_obs,incorrect,6,0,18,0,1
46456775,ans_2_critical_value_lower,incorrect,6,0,18,0,1
46456775,ans_2_critical_value_upper,incorrect,6,0,18,0,1
46456775,ans_2_CI_lower,incorrect,6,0,18,0,1
46456775,ans_2_CI_upper,incorrect,6,0,18,0,1
46456775,ans_2_p_value,incorrect,6,0,18,0,1
46456775,ans_4_t_test_stat_obs,incorrect,6,0,18,0,1
46456775,ans_4_critical_value_lower,incorrect,6,0,18,0,1
46456775,ans_4_critical_value_upper,incorrect,6,0,18,0,1
46456775,ans_4_CI_lower,incorrect,6,0,18,0,1
46456775,ans_4_CI_upper,incorrect,6,0,18,0,1
46456775,ans_4_p_value,incorrect,6,0,18,0,1
46611053,ans_1_t_test_stat_obs,incorrect,7,0,18,0,1
46611053,ans_1_critical_value_lower,incorrect,7,0,18,0,1
46611053,ans_1_critical_value_upper,incorrect,7,0,18,0,1
46611053,ans_1_CI_lower,incorrect,7,0,18,0,1
46611053,ans_1_CI_upper,incorrect,7,0,18,0,1
46611053,ans_1_p_value,incorrect,7,0,18,0,1
46611053,ans_2_t_test_stat_obs,incorrect,7,0,18,0,1
46611053,ans_2_critical_value_lower,incorrect,7,0,18,0,1
46611053,ans_2_critical_value_upper,incorrect,7,0,18,0,1
46611053,ans_2_CI_lower,incorrect,7,0,18,0,1
46611053,ans_2_CI_upper,incorrect,7,0,18,0,1
46611053,ans_2_p_value,incorrect,7,0,18,0,1
46611053,ans_4_t_test_stat_obs,incorrect,7,0,18,0,1
46611053,ans_4_critical_value_lower,incorrect,7,0,18,0,1
46611053,ans_4_critical_value_upper,incorrect,7,0,18,0,1
46611053,ans_4_CI_lower,incorrect,7,0,18,0,1
46611053,ans_4_CI_upper,incorrect,7,0,18,0,1
46611053,ans_4_p_value,incorrect,7,0,18,0,1
