12.1187 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D6CBA52860>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D6CB9EEE10>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280,  800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.1194 	EXP 	window1: mouseVisible = True
12.1194 	EXP 	window1: recordFrameIntervals = False
12.2845 	EXP 	window1: recordFrameIntervals = True
12.4683 	EXP 	window1: recordFrameIntervals = False
12.8117 	EXP 	Created instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='instr', opacity=1, ori=0, pos=array([0. , 0.1]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8118 	EXP 	window1: mouseVisible = True
12.9211 	EXP 	Created intro_square = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/response_square.jpg', interpolate=True, mask=None, maskParams=None, name='intro_square', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
13.0271 	EXP 	Created intro_plus = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/response_plus.jpg', interpolate=True, mask=None, maskParams=None, name='intro_plus', opacity=1, ori=0.0, pos=array([ 0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
13.1229 	EXP 	Created intro_cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/response_cross.jpg', interpolate=True, mask=None, maskParams=None, name='intro_cross', opacity=1, ori=0.0, pos=array([-0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
13.3417 	EXP 	Created rightright_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='rightright_tile', opacity=1, ori=0.0, pos=array([0.375, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
13.5684 	EXP 	Created right_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='right_tile', opacity=1, ori=0.0, pos=array([0.125, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
13.7950 	EXP 	Created left_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='left_tile', opacity=1, ori=0.0, pos=array([-0.125,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
14.0066 	EXP 	Created leftleft_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='leftleft_tile', opacity=1, ori=0.0, pos=array([-0.375,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
14.1015 	EXP 	Created square_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/response_square.jpg', interpolate=True, mask=None, maskParams=None, name='square_button', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
14.2203 	EXP 	Created plus_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='images/response_plus.jpg', interpolate=True, mask=None, maskParams=None, name='plus_button', opacity=1, ori=0.0, pos=array([ 0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
14.3325 	EXP 	Created cross_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='images/response_cross.jpg', interpolate=True, mask=None, maskParams=None, name='cross_button', opacity=1, ori=0.0, pos=array([-0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
14.3349 	EXP 	Created targetImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='targetImage', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
14.3350 	EXP 	window1: mouseVisible = True
14.3373 	EXP 	Created text_fb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_fb', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.3373 	EXP 	window1: mouseVisible = True
14.3452 	EXP 	Created main_trial_instruct = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='main_trial_instruct', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.3453 	EXP 	window1: mouseVisible = True
14.4215 	EXP 	Created ready_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/response_ready.jpg', interpolate=True, mask=None, maskParams=None, name='ready_button', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
14.5770 	EXP 	Created rightright_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='rightright_tile', opacity=1, ori=0.0, pos=array([0.375, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
14.7346 	EXP 	Created right_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='right_tile', opacity=1, ori=0.0, pos=array([0.125, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
14.8900 	EXP 	Created left_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='left_tile', opacity=1, ori=0.0, pos=array([-0.125,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
15.0469 	EXP 	Created leftleft_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='leftleft_tile', opacity=1, ori=0.0, pos=array([-0.375,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
15.1288 	EXP 	Created square_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/response_square.jpg', interpolate=True, mask=None, maskParams=None, name='square_button', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
