6.3265 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022C555C1860>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022C5555FE48>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280,  800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3272 	EXP 	window1: mouseVisible = True
6.3273 	EXP 	window1: recordFrameIntervals = False
6.4924 	EXP 	window1: recordFrameIntervals = True
6.6761 	EXP 	window1: recordFrameIntervals = False
7.0202 	EXP 	Created instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='instr', opacity=1, ori=0, pos=array([0. , 0.1]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.0203 	EXP 	window1: mouseVisible = True
7.1156 	EXP 	Created intro_square = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/response_square.jpg', interpolate=True, mask=None, maskParams=None, name='intro_square', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
7.2120 	EXP 	Created intro_plus = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/response_plus.jpg', interpolate=True, mask=None, maskParams=None, name='intro_plus', opacity=1, ori=0.0, pos=array([ 0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
7.3022 	EXP 	Created intro_cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/response_cross.jpg', interpolate=True, mask=None, maskParams=None, name='intro_cross', opacity=1, ori=0.0, pos=array([-0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
7.5111 	EXP 	Created rightright_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='rightright_tile', opacity=1, ori=0.0, pos=array([0.375, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
7.7331 	EXP 	Created right_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='right_tile', opacity=1, ori=0.0, pos=array([0.125, 0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
7.9647 	EXP 	Created left_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='left_tile', opacity=1, ori=0.0, pos=array([-0.125,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
8.1890 	EXP 	Created leftleft_tile = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grey_square.jpg', interpolate=True, mask=None, maskParams=None, name='leftleft_tile', opacity=1, ori=0.0, pos=array([-0.375,  0.   ]), size=array([0.22, 0.22]), texRes=128.0, units='height', win=Window(...))
8.2860 	EXP 	Created square_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/response_square.jpg', interpolate=True, mask=None, maskParams=None, name='square_button', opacity=1, ori=0.0, pos=array([ 0.  , -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
8.4081 	EXP 	Created plus_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='images/response_plus.jpg', interpolate=True, mask=None, maskParams=None, name='plus_button', opacity=1, ori=0.0, pos=array([ 0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
8.5170 	EXP 	Created cross_button = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='images/response_cross.jpg', interpolate=True, mask=None, maskParams=None, name='cross_button', opacity=1, ori=0.0, pos=array([-0.25, -0.25]), size=array([0.2, 0.1]), texRes=128.0, units='height', win=Window(...))
8.5192 	EXP 	Created targetImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='targetImage', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
8.5193 	EXP 	window1: mouseVisible = True
