5.3927 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.9483 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 800]. Using actual size
13.6207 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C0C35F4908>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C0C355EEB8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1280,  800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.6214 	EXP 	window1: mouseVisible = True
13.6214 	EXP 	window1: recordFrameIntervals = False
13.7865 	EXP 	window1: recordFrameIntervals = True
13.9703 	EXP 	window1: recordFrameIntervals = False
14.3021 	EXP 	Created instructionsTxt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructionsTxt', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
14.3036 	EXP 	Created flankerStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='flankerStim', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.3066 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
14.3164 	EXP 	Created endMsg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='endMsg', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thanks for taking part!', units='height', win=Window(...), wrapWidth=1)
14.3487 	EXP 	instructionsTxt: autoDraw = True
15.5314 	EXP 	Imported conditions.xlsx as conditions, 10 conditions, 3 params
15.5318 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
15.5320 	EXP 	New trial (rep=0, index=0): {'stimulus': '<<<<<', 'condition': 'congruent', 'response': 'left'}
15.5389 	DATA 	Keypress: space
15.5396 	EXP 	instructionsTxt: autoDraw = False
15.5396 	EXP 	flankerStim: text = '<<<<<'
15.5396 	EXP 	fixation: autoDraw = True
16.0366 	EXP 	flankerStim: autoDraw = True
16.0535 	EXP 	fixation: autoDraw = False
16.9254 	EXP 	New trial (rep=0, index=1): {'stimulus': '<<<<<', 'condition': 'congruent', 'response': 'left'}
16.9296 	DATA 	Keypress: left
16.9365 	EXP 	flankerStim: autoDraw = False
