fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.5,left,1,0.817,0,0,0,13,1,stim/both.png,stim/congRight.png,left,180,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
0.9,left,1,0.567,0,1,1,2,1,stim/centre.png,stim/congLeft.png,left,0,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
1.55,left,1,0.818,0,2,2,12,1,stim/lower.png,stim/congRight.png,left,180,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
0.65,right,1,0.836,0,3,3,20,1,stim/lower.png,stim/incongLeft.png,right,180,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
1,right,1,0.769,0,4,4,9,1,stim/both.png,stim/congRight.png,right,0,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
1,left,1,0.602,0,5,5,14,1,stim/centre.png,stim/congRight.png,left,180,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
1,left,1,0.839,0,6,6,16,1,stim/upper.png,stim/incongLeft.png,left,0,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
0.6,right,1,0.518,0,7,7,10,1,stim/centre.png,stim/congRight.png,right,0,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
0.75,right,1,0.787,0,8,8,21,1,stim/both.png,stim/incongLeft.png,right,180,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
1.1,,0,,0,9,9,11,1,stim/blank.png,stim/congRight.png,right,0,asdf,001,2022-04-20_12h48.54.316,ANT,2021.2.3,MacIntel,62.5
