fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,resp.rt
0.8,,0,0,0,0,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,
1.45,,0,0,1,1,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,
0.95,,0,0,2,2,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,
0.4,left,1,0,3,3,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.4077
1.1,left,1,0,4,4,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.1409
0.75,left,0,0,5,5,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.0416
1.15,left,0,0,6,6,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.2395
0.45,right,0,0,7,7,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.5177
1.2,right,1,0,8,8,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,0.8783
1.05,,0,0,9,9,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-03-02_10h09.54.367,ANT,2021.2.3,Win32,60.53635208,
